time,speechWorkload,overall
187,0.0,ul
188,0.0,ul
189,0.0,ul
190,0.0,ul
191,0.0,ul
192,0.0,ul
193,0.0,ul
194,0.0,ul
195,0.0,ul
196,0.0,ul
197,0.0,ul
198,0.0,ul
199,0.0,ul
200,0.0,ul
201,0.0,ul
202,0.0,ul
203,0.0,ul
204,0.0,ul
205,0.0,ul
206,0.0,ul
207,0.0,ul
208,0.0,ul
209,0.0,ul
210,0.0,ul
211,0.0,ul
212,0.0,ul
213,0.0,ul
214,0.0,ul
215,0.0,ul
216,0.0,ul
217,0.0,ul
218,0.0,ul
219,0.0,ul
220,0.0,ul
221,0.0,ul
222,0.0,ul
223,0.0,ul
224,0.0,ul
225,0.0,ul
226,0.0,ul
227,0.0,ul
228,0.0,ul
229,0.0,ul
230,0.0,ul
231,0.0,ul
232,0.0,ul
233,0.0,ul
234,0.0,ul
235,0.0,ul
236,0.0,ul
237,0.0,ul
238,0.0,ul
239,0.0,ul
240,0.0,ul
241,0.0,ul
242,0.0,ul
243,0.0,ul
244,0.0,ul
245,0.0,ul
246,0.0,ul
247,0.0,ul
248,0.0,ul
249,0.0,ul
250,0.0,ul
251,0.0,ul
252,0.0,ul
253,0.0,ul
254,0.0,ul
255,0.0,ul
256,0.0,ul
257,0.0,ul
258,0.0,ul
259,0.0,ul
260,0.0,ul
261,0.0,ul
262,0.0,ul
263,0.0,ul
264,0.0,ul
265,0.0,ul
266,0.0,ul
267,0.0,ul
268,0.0,ul
269,0.0,ul
270,2.0,ul
271,2.0,ul
272,2.0,ul
273,2.0,ul
274,2.0,ul
275,2.0,ul
276,2.0,ul
277,2.0,ul
278,2.0,ul
279,2.0,ul
280,2.0,ul
281,2.0,ul
282,2.0,ul
283,2.0,ul
284,2.0,ul
285,2.0,ul
286,2.0,ul
287,2.0,ul
288,2.0,ul
289,2.0,ul
290,2.0,ul
291,2.0,ul
292,2.0,ul
293,2.0,ul
294,2.0,ul
295,2.0,ul
296,2.0,ul
297,2.0,ul
298,2.0,ul
299,2.0,ul
300,2.0,ul
301,2.0,ul
302,2.0,ul
303,2.0,ul
304,2.0,ul
305,2.0,ul
306,2.0,ul
307,2.0,ul
308,2.0,ul
309,2.0,ul
310,2.0,ul
311,2.0,ul
312,2.0,ul
313,2.0,ul
314,2.0,ul
315,2.0,ul
316,2.0,ul
317,2.0,ul
318,2.0,ul
319,2.0,ul
320,2.0,ul
321,2.0,ul
322,2.0,ul
323,2.0,ul
324,2.0,ul
325,2.0,ul
326,2.0,ul
327,2.0,ul
328,2.0,ul
329,2.0,ul
330,0.0,nl
331,0.0,nl
332,0.0,nl
333,0.0,nl
334,0.0,nl
335,0.0,nl
336,0.0,nl
337,0.0,nl
338,0.0,nl
339,0.0,nl
340,0.0,nl
341,0.0,nl
342,0.0,nl
343,0.0,nl
344,0.0,nl
345,0.0,nl
346,0.0,nl
347,0.0,nl
348,0.0,nl
349,0.0,nl
350,0.0,nl
351,0.0,nl
352,0.0,nl
353,0.0,nl
354,0.0,nl
355,0.0,nl
356,0.0,nl
357,0.0,nl
358,0.0,nl
359,0.0,nl
360,0.0,nl
361,0.0,nl
362,0.0,nl
363,0.0,nl
364,0.0,nl
365,0.0,nl
366,0.0,nl
367,0.0,nl
368,0.0,nl
369,0.0,nl
370,0.0,nl
371,0.0,nl
372,0.0,nl
373,0.0,nl
374,0.0,nl
375,0.0,nl
376,0.0,nl
377,0.0,nl
378,0.0,nl
379,0.0,nl
380,0.0,nl
381,4.0,nl
382,4.0,nl
383,4.0,nl
384,4.0,nl
385,4.0,nl
386,4.0,nl
387,0.0,nl
388,0.0,nl
389,0.0,nl
390,0.0,nl
391,0.0,nl
392,0.0,nl
393,0.0,nl
394,0.0,nl
395,0.0,nl
396,0.0,nl
397,0.0,nl
398,0.0,nl
399,0.0,nl
400,0.0,nl
401,0.0,nl
402,0.0,nl
403,0.0,nl
404,0.0,nl
405,0.0,nl
406,0.0,nl
407,0.0,nl
408,0.0,nl
409,0.0,nl
410,0.0,nl
411,0.0,nl
412,0.0,nl
413,0.0,nl
414,0.0,nl
415,0.0,nl
416,0.0,nl
417,0.0,nl
418,0.0,nl
419,4.0,nl
420,4.0,nl
421,4.0,nl
422,4.0,nl
423,4.0,nl
424,0.0,nl
425,0.0,nl
426,0.0,nl
427,0.0,nl
428,0.0,nl
429,0.0,nl
430,0.0,nl
431,0.0,nl
432,0.0,nl
433,0.0,nl
434,0.0,nl
435,0.0,nl
436,0.0,nl
437,0.0,nl
438,0.0,nl
439,0.0,nl
440,0.0,nl
441,4.0,nl
442,4.0,nl
443,4.0,nl
444,4.0,nl
445,4.0,nl
446,4.0,nl
447,4.0,nl
448,4.0,nl
449,0.0,nl
450,0.0,ul
451,0.0,ul
452,0.0,ul
453,0.0,ul
454,0.0,ul
455,0.0,ul
456,0.0,ul
457,0.0,ul
458,0.0,ul
459,0.0,ul
460,0.0,nl
461,0.0,nl
462,0.0,nl
463,0.0,nl
464,0.0,nl
465,0.0,ul
466,0.0,ul
467,0.0,ul
468,0.0,ul
469,0.0,nl
470,0.0,nl
471,0.0,nl
472,0.0,nl
473,0.0,nl
474,0.0,nl
475,0.0,nl
476,0.0,nl
477,0.0,nl
478,0.0,nl
479,0.0,ul
480,0.0,ul
481,0.0,ul
482,0.0,nl
483,0.0,nl
484,0.0,nl
485,0.0,nl
486,0.0,nl
487,0.0,ul
488,0.0,ul
489,0.0,ul
490,0.0,ul
491,0.0,ul
492,0.0,ul
493,0.0,ul
494,0.0,ul
495,0.0,nl
496,0.0,nl
497,0.0,nl
498,0.0,nl
499,0.0,nl
500,0.0,nl
501,0.0,nl
502,0.0,nl
503,0.0,nl
504,0.0,nl
505,0.0,nl
506,0.0,nl
507,0.0,nl
508,0.0,nl
509,0.0,nl
510,0.0,nl
511,0.0,nl
512,0.0,nl
513,0.0,nl
514,0.0,nl
515,0.0,nl
516,0.0,nl
517,0.0,nl
518,0.0,nl
519,0.0,nl
520,0.0,nl
521,0.0,nl
522,0.0,nl
523,0.0,nl
524,0.0,nl
525,0.0,nl
526,0.0,nl
527,0.0,nl
528,4.0,nl
529,4.0,nl
530,4.0,nl
531,4.0,nl
532,4.0,nl
533,4.0,ol
534,4.0,ol
535,4.0,ol
536,4.0,ol
537,4.0,ol
538,4.0,nl
539,4.0,nl
540,4.0,nl
541,4.0,nl
542,4.0,nl
543,4.0,nl
544,4.0,nl
545,4.0,nl
546,4.0,nl
547,4.0,nl
548,4.0,nl
549,4.0,nl
550,4.0,nl
551,4.0,nl
552,4.0,nl
553,4.0,nl
554,0.0,nl
555,0.0,nl
556,0.0,nl
557,0.0,nl
558,0.0,nl
559,0.0,nl
560,0.0,nl
561,0.0,nl
562,0.0,nl
563,0.0,nl
564,0.0,nl
565,0.0,nl
566,0.0,nl
567,0.0,nl
568,0.0,nl
569,0.0,nl
570,0.0,ul
571,0.0,ul
572,0.0,ul
573,0.0,ul
574,0.0,ul
575,0.0,nl
576,0.0,nl
577,0.0,nl
578,0.0,nl
579,0.0,nl
580,0.0,nl
581,0.0,nl
582,0.0,nl
583,0.0,nl
584,0.0,nl
585,0.0,nl
586,0.0,nl
587,0.0,nl
588,0.0,nl
589,0.0,nl
590,0.0,nl
591,0.0,nl
592,0.0,nl
593,0.0,nl
594,0.0,nl
595,0.0,nl
596,0.0,nl
597,0.0,nl
598,0.0,nl
599,0.0,nl
600,2.0,ul
601,2.0,ul
602,2.0,ul
603,2.0,ul
604,2.0,ul
605,2.0,ul
606,2.0,ul
607,2.0,ul
608,2.0,ul
609,2.0,ul
610,2.0,ul
611,2.0,ul
612,2.0,ul
613,2.0,ul
614,2.0,ul
615,2.0,ul
616,2.0,ul
617,2.0,ul
618,2.0,ul
619,2.0,ul
620,2.0,ul
621,2.0,ul
622,2.0,ul
623,2.0,ul
624,2.0,ul
625,2.0,ul
626,2.0,ul
627,2.0,ul
628,2.0,ul
629,2.0,ul
630,2.0,ul
631,2.0,ul
632,2.0,ul
633,2.0,ul
634,0.0,nl
635,0.0,nl
636,0.0,nl
637,0.0,nl
638,0.0,nl
639,0.0,nl
640,0.0,nl
641,0.0,nl
642,0.0,nl
643,0.0,nl
644,0.0,nl
645,0.0,nl
646,0.0,nl
647,0.0,nl
648,0.0,nl
649,0.0,nl
650,0.0,ul
651,0.0,ul
652,0.0,ul
653,0.0,ul
654,0.0,ul
655,0.0,ul
656,0.0,ul
657,0.0,ul
658,0.0,ul
659,0.0,ul
660,0.0,ol
661,0.0,ol
662,0.0,ol
663,0.0,ol
664,0.0,ol
665,0.0,ol
666,0.0,ol
667,0.0,ol
668,0.0,ol
669,0.0,ol
670,0.0,ol
671,0.0,ol
672,0.0,ol
673,0.0,ol
674,0.0,ol
675,0.0,ol
676,0.0,ol
677,0.0,ol
678,0.0,ol
679,0.0,ol
680,0.0,ol
681,0.0,ol
682,0.0,ol
683,0.0,ol
684,0.0,ol
685,0.0,ol
686,0.0,ol
687,0.0,ol
688,0.0,ol
689,0.0,ol
690,0.0,ol
691,0.0,ol
692,0.0,ol
693,0.0,ol
694,0.0,ol
695,0.0,ol
696,4.0,ol
697,4.0,ol
698,4.0,ol
699,4.0,ol
700,4.0,ol
701,4.0,ol
702,4.0,ol
703,4.0,ol
704,0.0,ol
705,0.0,ol
706,0.0,ol
707,0.0,ol
708,0.0,ol
709,0.0,ol
710,0.0,ol
711,0.0,ol
712,0.0,ol
713,0.0,ol
714,0.0,ol
715,0.0,ol
716,4.0,ol
717,4.0,ol
718,4.0,ol
719,4.0,ol
720,4.0,ol
721,4.0,ol
722,4.0,ol
723,0.0,ol
724,0.0,ol
725,0.0,ol
726,0.0,ol
727,0.0,ol
728,0.0,ol
729,0.0,ol
730,0.0,ol
731,0.0,ol
732,0.0,ol
733,0.0,ol
734,0.0,ol
735,0.0,ol
736,0.0,ol
737,0.0,ol
738,0.0,ol
739,0.0,ol
740,0.0,ol
741,0.0,ol
742,0.0,ol
743,0.0,ol
744,0.0,ol
745,0.0,ol
746,0.0,ol
747,0.0,ol
748,0.0,ol
749,0.0,ol
750,0.0,ol
751,0.0,ol
752,0.0,ol
753,0.0,ol
754,0.0,ol
755,0.0,ol
756,4.0,ol
757,4.0,ol
758,4.0,ol
759,4.0,ol
760,4.0,ol
761,4.0,ol
762,0.0,ol
763,0.0,ol
764,0.0,ol
765,0.0,ol
766,0.0,ol
767,0.0,ol
768,0.0,ol
769,0.0,ol
770,0.0,ol
771,0.0,ol
772,0.0,ol
773,0.0,ol
774,4.0,ol
775,4.0,ol
776,4.0,ol
777,4.0,ol
778,4.0,ol
779,4.0,ol
780,4.0,ol
781,4.0,ol
782,4.0,ol
783,0.0,ol
784,0.0,ol
785,0.0,ol
786,0.0,ol
787,0.0,ol
788,0.0,ol
789,0.0,ol
790,0.0,ol
791,0.0,ol
792,0.0,ol
793,0.0,ol
794,0.0,ol
795,0.0,ol
796,0.0,ol
797,0.0,ol
798,0.0,ol
799,0.0,ol
800,0.0,ol
801,0.0,ol
802,0.0,ol
803,0.0,ol
804,0.0,ol
805,0.0,ol
806,4.0,ol
807,4.0,ol
808,4.0,ol
809,4.0,ol
810,4.0,ol
811,4.0,ol
812,4.0,ol
813,4.0,ol
814,0.0,ol
815,0.0,ol
816,0.0,ol
817,0.0,ol
818,0.0,ol
819,0.0,ol
820,0.0,ol
821,0.0,ol
822,0.0,ol
823,0.0,ol
824,0.0,ol
825,0.0,ol
826,0.0,ol
827,0.0,ol
828,0.0,ol
829,4.0,ol
830,4.0,ol
831,4.0,ol
832,4.0,ol
833,4.0,ol
834,4.0,ol
835,4.0,ol
836,4.0,ol
837,4.0,ol
838,4.0,ol
839,0.0,ol
840,0.0,ol
841,0.0,ol
842,0.0,ol
843,0.0,ol
844,0.0,ol
845,0.0,ol
846,0.0,ol
847,0.0,ol
848,0.0,ol
849,0.0,ol
850,0.0,ol
851,0.0,ol
852,0.0,ol
853,0.0,ol
854,0.0,ol
855,0.0,ol
856,0.0,ol
857,0.0,ol
858,0.0,ol
859,0.0,ol
860,0.0,ol
861,0.0,ol
862,0.0,ol
863,0.0,ol
864,0.0,ol
865,0.0,ol
866,0.0,ol
867,0.0,ol
868,0.0,ol
869,0.0,ol
870,0.0,ol
871,4.0,ol
872,4.0,ol
873,4.0,ol
874,4.0,ol
875,4.0,ol
876,4.0,ol
877,4.0,ol
878,4.0,ol
879,4.0,ol
880,4.0,ol
881,4.0,ol
882,4.0,ol
883,0.0,ol
884,0.0,ol
885,0.0,ol
886,0.0,ol
887,0.0,ol
888,0.0,ol
889,0.0,ol
890,0.0,ol
891,0.0,ol
892,0.0,ol
893,0.0,ol
894,0.0,ol
895,0.0,ol
896,0.0,ol
897,0.0,ol
898,0.0,ol
899,0.0,ol
900,0.0,ol
901,0.0,ol
902,0.0,ol
903,0.0,ol
904,0.0,ol
905,0.0,ol
906,4.0,ol
907,4.0,ol
908,4.0,ol
909,4.0,ol
910,4.0,ol
911,0.0,ol
912,0.0,ol
913,0.0,ol
914,0.0,ol
915,0.0,ol
916,0.0,ol
917,0.0,ol
918,0.0,ol
919,0.0,ol
920,0.0,ol
921,0.0,ol
922,0.0,ol
923,0.0,ol
924,0.0,ol
925,0.0,ol
926,0.0,ol
927,0.0,ol
928,0.0,ol
929,0.0,ol
930,2.0,ul
931,2.0,ul
932,2.0,ul
933,2.0,ul
934,2.0,ul
935,2.0,ul
936,2.0,ul
937,2.0,ul
938,2.0,ul
939,2.0,ul
940,2.0,ul
941,2.0,ul
942,2.0,ul
943,2.0,ul
944,2.0,ul
945,2.0,ul
946,2.0,ul
947,2.0,ul
948,2.0,ul
949,2.0,ul
950,2.0,ul
951,2.0,ul
952,2.0,ul
953,2.0,ul
954,2.0,ul
955,2.0,ul
956,2.0,ul
957,2.0,ul
958,2.0,ul
959,2.0,ul
960,2.0,ul
961,2.0,ul
962,2.0,ul
963,2.0,ul
964,2.0,ul
965,2.0,ul
966,2.0,ul
967,2.0,ul
968,2.0,ul
969,2.0,ul
970,0.0,ol
971,0.0,ol
972,0.0,ol
973,4.0,ol
974,4.0,ol
975,4.0,ol
976,4.0,ol
977,4.0,ol
978,4.0,ol
979,4.0,ol
980,4.0,ol
981,4.0,ol
982,4.0,ol
983,0.0,ol
984,0.0,ol
985,0.0,ol
986,0.0,ol
987,0.0,ol
988,0.0,ol
989,0.0,ol
990,0.0,ul
991,0.0,ul
992,0.0,ul
993,0.0,ul
994,0.0,ul
995,0.0,ul
996,0.0,ul
997,0.0,ul
998,0.0,ul
999,0.0,ul
1000,0.0,ul
1001,0.0,ul
1002,0.0,ul
1003,0.0,ul
1004,0.0,ul
1005,0.0,ul
1006,0.0,ul
1007,0.0,ul
1008,0.0,ul
1009,0.0,ul
1010,0.0,ul
1011,0.0,ul
1012,0.0,ul
1013,0.0,ul
1014,0.0,ul
1015,0.0,ul
1016,0.0,ul
1017,0.0,ul
1018,0.0,ul
1019,0.0,ul
1020,0.0,ul
1021,0.0,ul
1022,0.0,ul
1023,0.0,ul
1024,0.0,ul
1025,0.0,ul
1026,0.0,ul
1027,0.0,ul
1028,0.0,ul
1029,0.0,ul
1030,0.0,ul
1031,0.0,ul
1032,0.0,ul
1033,0.0,ul
1034,0.0,ul
1035,0.0,ul
1036,0.0,ul
1037,0.0,ul
1038,0.0,ul
1039,0.0,ul
1040,0.0,ul
1041,0.0,ul
1042,0.0,ul
1043,0.0,ul
1044,0.0,ul
1045,0.0,ul
1046,0.0,ul
1047,0.0,ul
1048,0.0,ul
1049,0.0,ul
1050,0.0,ul
1051,0.0,ul
1052,0.0,ul
1053,0.0,ul
1054,0.0,ul
1055,0.0,ul
1056,0.0,ul
1057,0.0,ul
1058,0.0,ul
1059,0.0,ul
1060,0.0,ul
1061,0.0,ul
1062,0.0,ul
1063,0.0,ul
1064,0.0,ul
1065,0.0,ul
1066,0.0,ul
1067,0.0,ul
1068,0.0,ul
1069,0.0,ul
1070,0.0,ul
1071,0.0,ul
1072,0.0,ul
1073,0.0,ul
1074,0.0,ul
1075,0.0,ul
1076,0.0,ul
1077,0.0,ul
1078,0.0,ul
1079,0.0,ul
1080,0.0,ul
1081,0.0,ul
1082,0.0,ul
1083,0.0,ul
1084,0.0,ul
1085,0.0,ul
1086,0.0,ul
1087,0.0,ul
1088,0.0,ul
1089,0.0,ul
1090,0.0,ul
1091,0.0,ul
1092,0.0,ul
1093,0.0,ul
1094,0.0,ul
1095,0.0,ul
1096,0.0,ul
1097,0.0,ul
1098,0.0,ul
1099,0.0,ul
1100,0.0,ul
1101,0.0,ul
1102,0.0,ul
1103,0.0,ul
1104,0.0,ul
1105,0.0,ul
1106,0.0,ul
1107,0.0,ul
1108,0.0,ul
1109,0.0,ul
1110,0.0,ul
1111,0.0,ul
1112,0.0,ul
1113,0.0,ul
1114,0.0,ul
1115,0.0,ul
1116,0.0,ul
1117,0.0,ul
1118,0.0,ul
1119,0.0,ul
1120,0.0,ul
1121,0.0,ul
1122,0.0,ul
1123,0.0,ul
1124,0.0,ul
1125,0.0,ul
1126,0.0,ul
1127,0.0,ul
1128,0.0,ul
1129,0.0,ul
1130,0.0,ul
1131,0.0,ul
1132,0.0,ul
1133,0.0,ul
1134,0.0,ul
1135,0.0,ul
1136,0.0,ul
1137,0.0,ul
1138,0.0,ul
1139,0.0,ul
1140,0.0,ul
1141,0.0,ul
1142,0.0,ul
1143,0.0,ul
1144,0.0,ul
1145,0.0,ul
1146,0.0,ul
1147,0.0,ul
1148,0.0,ul
1149,0.0,ul
1150,0.0,ul
1151,0.0,ul
1152,0.0,ul
1153,0.0,ul
1154,0.0,ul
1155,0.0,ul
1156,0.0,ul
1157,0.0,ul
1158,0.0,ul
1159,0.0,ul
1160,0.0,ul
1161,0.0,ul
1162,0.0,ul
1163,0.0,ul
1164,0.0,ul
1165,0.0,ul
1166,0.0,ul
1167,0.0,ul
1168,0.0,ul
1169,0.0,ul
1170,0.0,ul
1171,0.0,ul
1172,0.0,ul
1173,0.0,ul
1174,0.0,ul
1175,0.0,ul
1176,0.0,ul
1177,0.0,ul
1178,0.0,ul
1179,0.0,ul
1180,0.0,ul
1181,0.0,ul
1182,0.0,ul
1183,0.0,ul
1184,0.0,ul
1185,0.0,ul
1186,0.0,ul
1187,0.0,ul
1188,0.0,ul
1189,0.0,ul
1190,0.0,ul
1191,0.0,ul
1192,0.0,ul
1193,0.0,ul
1194,0.0,ul
1195,0.0,ul
1196,0.0,ul
1197,0.0,ul
1198,0.0,ul
1199,0.0,ul
1200,0.0,ul
1201,0.0,ul
1202,0.0,ul
1203,0.0,ul
1204,0.0,ul
1205,0.0,ul
1206,0.0,ul
1207,0.0,ul
1208,0.0,ul
1209,0.0,ul
1210,0.0,ul
1211,0.0,ul
1212,0.0,ul
1213,0.0,ul
1214,0.0,ul
1215,0.0,ul
1216,0.0,ul
1217,0.0,ul
1218,0.0,ul
1219,0.0,ul
1220,0.0,ul
1221,0.0,ul
1222,0.0,ul
1223,0.0,ul
1224,0.0,ul
1225,0.0,ul
1226,0.0,ul
1227,0.0,ul
1228,0.0,ul
1229,0.0,ul
1230,0.0,ul
1231,0.0,ul
1232,0.0,ul
1233,0.0,ul
1234,0.0,ul
1235,0.0,ul
1236,0.0,ul
1237,0.0,ul
1238,0.0,ul
1239,0.0,ul
1240,0.0,ul
1241,0.0,ul
1242,0.0,ul
1243,0.0,ul
1244,0.0,ul
1245,0.0,ul
1246,0.0,ul
1247,0.0,ul
1248,0.0,ul
1249,0.0,ul
1250,0.0,ul
1251,0.0,ul
1252,0.0,ul
1253,0.0,ul
1254,0.0,ul
1255,0.0,ul
1256,0.0,ul
1257,0.0,ul
1258,0.0,ul
1259,0.0,ul
1260,2.0,ul
1261,2.0,ul
1262,2.0,ul
1263,2.0,ul
1264,2.0,ul
1265,2.0,ul
1266,2.0,ul
1267,2.0,ul
1268,2.0,ul
1269,2.0,ul
1270,2.0,ul
1271,2.0,ul
1272,2.0,ul
1273,2.0,ul
1274,2.0,ul
1275,2.0,ul
1276,2.0,ul
1277,2.0,ul
1278,2.0,ul
1279,2.0,ul
1280,2.0,ul
1281,2.0,ul
1282,2.0,ul
1283,2.0,ul
1284,2.0,ul
1285,2.0,ul
1286,2.0,ul
1287,2.0,ul
1288,2.0,ul
1289,2.0,ul
1290,2.0,ul
1291,2.0,ul
1292,2.0,ul
1293,2.0,ul
1294,2.0,ul
1295,2.0,ul
1296,2.0,ul
1297,2.0,ul
1298,2.0,ul
1299,2.0,ul
1300,2.0,ul
1301,2.0,ul
1302,2.0,ul
1303,2.0,ul
1304,2.0,ul
1305,2.0,ul
1306,2.0,ul
1307,2.0,ul
1308,2.0,ul
1309,2.0,ul
1310,2.0,ul
1311,2.0,ul
1312,2.0,ul
1313,2.0,ul
1314,2.0,ul
1315,2.0,ul
1316,2.0,ul
1317,2.0,ul
1318,2.0,ul
1319,2.0,ul
1320,0.0,ol
1321,0.0,ol
1322,0.0,ol
1323,0.0,ol
1324,0.0,ol
1325,0.0,ol
1326,0.0,ol
1327,0.0,ol
1328,0.0,ol
1329,0.0,ol
1330,0.0,ol
1331,0.0,ol
1332,0.0,ol
1333,0.0,ol
1334,0.0,ol
1335,0.0,ol
1336,0.0,ol
1337,0.0,ol
1338,0.0,ol
1339,0.0,ol
1340,0.0,ol
1341,0.0,ol
1342,0.0,ol
1343,0.0,ol
1344,0.0,ol
1345,0.0,ol
1346,0.0,ol
1347,0.0,ol
1348,0.0,ol
1349,0.0,ol
1350,0.0,ol
1351,0.0,ol
1352,0.0,ol
1353,0.0,ol
1354,0.0,ol
1355,0.0,ol
1356,4.0,ol
1357,4.0,ol
1358,4.0,ol
1359,4.0,ol
1360,4.0,ol
1361,4.0,ol
1362,4.0,ol
1363,4.0,ol
1364,0.0,ol
1365,0.0,ol
1366,0.0,ol
1367,0.0,ol
1368,0.0,ol
1369,0.0,ol
1370,0.0,ol
1371,0.0,ol
1372,0.0,ol
1373,0.0,ol
1374,0.0,ol
1375,0.0,ol
1376,4.0,ol
1377,4.0,ol
1378,4.0,ol
1379,4.0,ol
1380,4.0,ol
1381,4.0,ol
1382,4.0,ol
1383,0.0,ol
1384,0.0,ol
1385,0.0,ol
1386,0.0,ol
1387,0.0,ol
1388,0.0,ol
1389,0.0,ol
1390,0.0,ol
1391,0.0,ol
1392,0.0,ol
1393,0.0,ol
1394,0.0,ol
1395,0.0,ol
1396,0.0,ol
1397,0.0,ol
1398,0.0,ol
1399,0.0,ol
1400,0.0,ol
1401,0.0,ol
1402,0.0,ol
1403,0.0,ol
1404,0.0,ol
1405,0.0,ol
1406,0.0,ol
1407,0.0,ol
1408,0.0,ol
1409,0.0,ol
1410,0.0,ol
1411,0.0,ol
1412,0.0,ol
1413,0.0,ol
1414,0.0,ol
1415,0.0,ol
1416,4.0,ol
1417,4.0,ol
1418,4.0,ol
1419,4.0,ol
1420,4.0,ol
1421,4.0,ol
1422,0.0,ol
1423,0.0,ol
1424,0.0,ol
1425,0.0,ol
1426,0.0,ol
1427,0.0,ol
1428,0.0,ol
1429,0.0,ol
1430,0.0,ol
1431,0.0,ol
1432,0.0,ol
1433,0.0,ol
1434,4.0,ol
1435,4.0,ol
1436,4.0,ol
1437,4.0,ol
1438,4.0,ol
1439,4.0,ol
1440,4.0,ol
1441,4.0,ol
1442,4.0,ol
1443,0.0,ol
1444,0.0,ol
1445,0.0,ol
1446,0.0,ol
1447,0.0,ol
1448,0.0,ol
1449,0.0,ol
1450,0.0,ol
1451,0.0,ol
1452,0.0,ol
1453,0.0,ol
1454,0.0,ol
1455,0.0,ol
1456,0.0,ol
1457,0.0,ol
1458,0.0,ol
1459,0.0,ol
1460,0.0,ol
1461,0.0,ol
1462,0.0,ol
1463,0.0,ol
1464,0.0,ol
1465,0.0,ol
1466,4.0,ol
1467,4.0,ol
1468,4.0,ol
1469,4.0,ol
1470,4.0,ol
1471,4.0,ol
1472,4.0,ol
1473,4.0,ol
1474,0.0,ol
1475,0.0,ol
1476,0.0,ol
1477,0.0,ol
1478,0.0,ol
1479,0.0,ol
1480,0.0,ol
1481,0.0,ol
1482,0.0,ol
1483,0.0,ol
1484,0.0,ol
1485,0.0,ol
1486,0.0,ol
1487,0.0,ol
1488,0.0,ol
1489,4.0,ol
1490,4.0,ol
1491,4.0,ol
1492,4.0,ol
1493,4.0,ol
1494,4.0,ol
1495,4.0,ol
1496,4.0,ol
