time,speechWorkload,condition
321,4.0,high
322,4.0,high
323,4.0,high
324,4.0,high
325,4.0,high
326,4.0,high
327,4.0,high
328,4.0,high
329,4.0,high
330,4.0,high
331,4.0,high
332,0.0,high
333,0.0,high
334,0.0,high
335,0.0,high
336,0.0,high
337,0.0,high
338,0.0,high
339,0.0,high
340,0.0,high
341,0.0,high
342,0.0,high
343,0.0,high
344,2.0,high
345,0.0,high
346,0.0,high
347,0.0,high
348,0.0,high
349,0.0,high
350,0.0,high
351,0.0,high
352,0.0,high
353,0.0,high
354,0.0,high
355,0.0,high
356,0.0,high
357,0.0,high
358,0.0,high
359,0.0,high
360,0.0,high
361,0.0,high
362,0.0,high
363,2.0,high
364,2.0,high
365,2.0,high
366,2.0,high
367,2.0,high
368,2.0,high
369,2.0,high
370,2.0,high
371,2.0,high
372,2.0,high
373,2.0,high
374,2.0,high
375,2.0,high
376,2.0,high
377,2.0,high
378,2.0,high
379,2.0,high
380,2.0,high
381,2.0,high
382,2.0,high
383,2.0,high
384,2.0,high
385,2.0,high
386,2.0,high
387,2.0,high
388,2.0,high
389,2.0,high
390,2.0,high
391,2.0,high
392,2.0,high
393,2.0,high
394,2.0,high
395,2.0,high
396,2.0,high
397,2.0,high
398,2.0,high
399,2.0,high
400,2.0,high
401,2.0,high
402,2.0,high
403,2.0,high
404,2.0,high
405,2.0,high
406,2.0,high
407,2.0,high
408,2.0,high
409,2.0,high
410,2.0,high
411,2.0,high
412,2.0,high
413,2.0,high
414,2.0,high
415,2.0,high
416,2.0,high
417,2.0,high
418,2.0,high
419,2.0,high
420,2.0,high
421,2.0,high
422,2.0,high
423,2.0,high
424,2.0,high
425,2.0,high
426,2.0,high
427,2.0,high
428,2.0,high
429,2.0,high
430,2.0,high
431,2.0,high
432,2.0,high
433,2.0,high
434,2.0,high
435,2.0,high
436,2.0,high
437,2.0,high
438,2.0,high
439,2.0,high
440,2.0,high
441,2.0,high
442,2.0,high
443,2.0,high
444,2.0,high
445,2.0,high
446,2.0,high
447,2.0,high
448,2.0,high
449,2.0,high
450,0.0,high
451,0.0,high
452,0.0,high
453,0.0,high
454,0.0,high
455,0.0,high
456,0.0,high
457,0.0,high
458,0.0,high
459,0.0,high
460,0.0,high
461,0.0,high
462,0.0,high
463,0.0,high
464,0.0,high
465,4.0,high
466,4.0,high
467,0.0,high
468,0.0,high
469,0.0,high
470,0.0,high
471,0.0,high
472,0.0,high
473,0.0,high
474,0.0,high
475,4.0,high
476,4.0,high
477,0.0,high
478,0.0,high
479,0.0,high
480,0.0,high
481,0.0,high
482,0.0,high
483,0.0,high
484,0.0,high
485,0.0,high
486,0.0,high
487,4.0,high
488,4.0,high
489,4.0,high
490,4.0,high
491,4.0,high
492,4.0,high
493,0.0,high
494,0.0,high
495,4.0,high
496,4.0,high
497,4.0,high
498,4.0,high
499,4.0,high
500,4.0,high
501,4.0,high
502,4.0,high
503,0.0,high
504,0.0,high
505,0.0,high
506,0.0,high
507,0.0,high
508,0.0,high
509,0.0,high
510,0.0,high
511,0.0,high
512,4.0,high
513,4.0,high
514,4.0,high
515,4.0,high
516,4.0,high
517,4.0,high
518,4.0,high
519,4.0,high
520,4.0,high
521,0.0,high
522,0.0,high
523,0.0,high
524,0.0,high
525,0.0,high
526,0.0,high
527,0.0,high
528,0.0,high
529,0.0,high
530,0.0,high
531,0.0,high
532,0.0,high
533,0.0,high
534,0.0,high
535,0.0,high
536,0.0,high
537,0.0,high
538,0.0,high
539,0.0,high
540,0.0,high
541,0.0,high
542,0.0,high
543,0.0,high
544,0.0,high
545,0.0,high
546,0.0,high
547,0.0,high
548,0.0,high
549,0.0,high
550,0.0,high
551,0.0,high
552,0.0,high
553,0.0,high
554,0.0,high
555,0.0,high
556,4.0,high
557,4.0,high
558,0.0,high
559,0.0,high
560,4.0,high
561,4.0,high
562,4.0,high
563,4.0,high
564,4.0,high
565,4.0,high
566,0.0,high
567,0.0,high
568,4.0,high
569,4.0,high
570,4.0,high
571,0.0,high
572,0.0,high
573,0.0,high
574,4.0,high
575,4.0,high
576,4.0,high
577,4.0,high
578,4.0,high
579,4.0,high
580,4.0,high
581,4.0,high
582,4.0,high
583,4.0,high
584,4.0,high
585,0.0,high
586,0.0,high
587,0.0,high
588,0.0,high
589,2.0,high
590,0.0,high
591,0.0,high
592,0.0,high
593,0.0,high
594,0.0,high
595,0.0,high
596,0.0,high
597,2.0,high
598,0.0,high
599,0.0,high
600,0.0,high
601,0.0,high
602,0.0,high
603,0.0,high
604,0.0,high
605,0.0,high
606,0.0,high
607,0.0,high
608,0.0,high
609,0.0,high
610,0.0,high
611,0.0,high
612,0.0,high
613,0.0,high
614,2.0,high
615,2.0,high
616,2.0,high
617,2.0,high
618,2.0,high
619,2.0,high
620,2.0,high
621,2.0,high
622,2.0,high
623,2.0,high
624,2.0,high
625,2.0,high
626,2.0,high
627,2.0,high
628,2.0,high
629,2.0,high
630,2.0,high
631,2.0,high
632,2.0,high
633,2.0,high
634,2.0,high
635,2.0,high
636,2.0,high
637,2.0,high
638,2.0,high
639,2.0,high
640,2.0,high
641,2.0,high
642,2.0,high
643,2.0,high
644,2.0,high
645,2.0,high
646,2.0,high
647,2.0,high
648,2.0,high
649,2.0,high
650,2.0,high
651,2.0,high
652,2.0,high
653,2.0,high
654,2.0,high
655,2.0,high
656,2.0,high
657,2.0,high
658,2.0,high
659,2.0,high
660,2.0,high
661,2.0,high
662,2.0,high
663,2.0,high
664,2.0,high
665,2.0,high
666,2.0,high
667,2.0,high
668,2.0,high
669,2.0,high
670,2.0,high
671,2.0,high
672,2.0,high
673,2.0,high
674,2.0,high
675,2.0,high
676,0.0,high
677,0.0,high
678,0.0,high
679,4.0,high
680,4.0,high
681,4.0,high
682,0.0,high
683,0.0,high
684,4.0,high
685,4.0,high
686,4.0,high
687,4.0,high
688,4.0,high
689,4.0,high
690,4.0,high
691,0.0,high
692,0.0,high
693,4.0,high
694,4.0,high
695,0.0,high
696,0.0,high
697,0.0,high
698,0.0,high
699,4.0,high
700,4.0,high
701,4.0,high
702,4.0,high
703,4.0,high
704,4.0,high
705,4.0,high
706,4.0,high
707,4.0,high
708,4.0,high
709,0.0,high
710,0.0,high
711,0.0,high
712,0.0,high
713,0.0,high
714,2.0,high
715,0.0,high
716,0.0,high
717,0.0,high
718,0.0,high
719,0.0,high
720,0.0,high
721,0.0,high
722,0.0,high
723,2.0,high
724,0.0,high
725,0.0,high
726,0.0,high
727,0.0,high
728,0.0,high
729,0.0,high
730,0.0,high
731,0.0,high
732,0.0,high
733,0.0,high
734,0.0,high
735,0.0,high
736,0.0,high
737,0.0,high
738,0.0,high
739,0.0,high
740,0.0,high
741,0.0,high
742,0.0,high
743,0.0,high
744,0.0,high
745,0.0,high
746,0.0,high
747,0.0,high
748,0.0,high
749,0.0,high
750,0.0,high
751,0.0,high
752,0.0,high
753,0.0,high
754,0.0,high
755,0.0,high
756,0.0,high
757,0.0,high
758,0.0,high
759,0.0,high
760,0.0,high
761,0.0,high
762,4.0,high
763,0.0,high
764,0.0,high
765,0.0,high
766,0.0,high
767,0.0,high
768,0.0,high
769,0.0,high
770,0.0,high
771,0.0,high
772,0.0,high
773,4.0,high
774,0.0,high
775,0.0,high
776,0.0,high
777,0.0,high
778,0.0,high
779,0.0,high
780,0.0,high
781,0.0,high
782,0.0,high
783,4.0,high
784,4.0,high
785,4.0,high
786,4.0,high
787,4.0,high
788,4.0,high
789,0.0,high
790,0.0,high
791,0.0,high
792,0.0,high
793,4.0,high
794,4.0,high
795,4.0,high
796,4.0,high
797,4.0,high
798,4.0,high
799,4.0,high
800,4.0,high
801,0.0,high
802,0.0,high
803,0.0,high
804,0.0,high
805,0.0,high
806,0.0,high
807,0.0,high
808,0.0,high
809,0.0,high
810,4.0,high
811,4.0,high
812,4.0,high
813,4.0,high
814,4.0,high
815,4.0,high
816,4.0,high
817,4.0,high
818,4.0,high
819,0.0,high
820,0.0,high
821,0.0,high
822,0.0,high
823,0.0,high
824,0.0,high
825,0.0,high
826,0.0,high
827,0.0,high
828,0.0,high
829,0.0,high
830,0.0,high
831,0.0,high
832,0.0,high
833,0.0,high
834,0.0,high
835,0.0,high
836,0.0,high
837,0.0,high
838,2.0,high
839,2.0,high
840,2.0,high
841,2.0,high
842,2.0,high
843,2.0,high
844,2.0,high
845,2.0,high
846,2.0,high
847,2.0,high
848,2.0,high
849,2.0,high
850,2.0,high
851,2.0,high
852,2.0,high
853,2.0,high
854,2.0,high
855,2.0,high
856,2.0,high
857,2.0,high
858,2.0,high
859,2.0,high
860,2.0,high
861,2.0,high
862,2.0,high
863,2.0,high
864,2.0,high
865,2.0,high
866,2.0,high
867,2.0,high
868,2.0,high
869,2.0,high
870,2.0,high
871,2.0,high
872,2.0,high
873,2.0,high
874,2.0,high
875,2.0,high
876,2.0,high
877,2.0,high
878,2.0,high
879,2.0,high
880,2.0,high
881,2.0,high
882,2.0,high
883,2.0,high
884,2.0,high
885,2.0,high
886,2.0,high
887,2.0,high
888,2.0,high
889,2.0,high
890,2.0,high
891,2.0,high
892,2.0,high
893,2.0,high
894,2.0,high
895,2.0,high
896,2.0,high
897,2.0,high
898,2.0,high
899,2.0,high
