time,speechWorkload,condition
377,2.0,low
378,2.0,low
379,2.0,low
380,2.0,low
381,2.0,low
382,2.0,low
383,2.0,low
384,2.0,low
385,2.0,low
386,2.0,low
387,2.0,low
388,2.0,low
389,2.0,low
390,2.0,low
391,2.0,low
392,2.0,low
393,2.0,low
394,2.0,low
395,2.0,low
396,2.0,low
397,2.0,low
398,2.0,low
399,2.0,low
400,2.0,low
401,2.0,low
402,2.0,low
403,2.0,low
404,2.0,low
405,2.0,low
406,2.0,low
407,2.0,low
408,2.0,low
409,2.0,low
410,2.0,low
411,2.0,low
412,2.0,low
413,2.0,low
414,2.0,low
415,2.0,low
416,2.0,low
417,2.0,low
418,2.0,low
419,2.0,low
420,2.0,low
421,2.0,low
422,2.0,low
423,2.0,low
424,2.0,low
425,2.0,low
426,2.0,low
427,2.0,low
428,2.0,low
429,2.0,low
430,2.0,low
431,2.0,low
432,2.0,low
433,2.0,low
434,2.0,low
435,2.0,low
436,2.0,low
437,2.0,low
438,2.0,low
439,2.0,low
440,2.0,low
441,2.0,low
442,2.0,low
443,2.0,low
444,2.0,low
445,2.0,low
446,2.0,low
447,2.0,low
448,2.0,low
449,2.0,low
450,2.0,low
451,0.0,low
452,0.0,low
453,0.0,low
454,0.0,low
455,0.0,low
456,0.0,low
457,0.0,low
458,0.0,low
459,0.0,low
460,0.0,low
461,0.0,low
462,0.0,low
463,0.0,low
464,4.0,low
465,4.0,low
466,4.0,low
467,4.0,low
468,4.0,low
469,0.0,low
470,0.0,low
471,0.0,low
472,4.0,low
473,4.0,low
474,4.0,low
475,4.0,low
476,4.0,low
477,4.0,low
478,4.0,low
479,4.0,low
480,4.0,low
481,4.0,low
482,4.0,low
483,4.0,low
484,4.0,low
485,0.0,low
486,0.0,low
487,0.0,low
488,0.0,low
489,0.0,low
490,0.0,low
491,0.0,low
492,0.0,low
493,0.0,low
494,0.0,low
495,0.0,low
496,0.0,low
497,0.0,low
498,0.0,low
499,0.0,low
500,0.0,low
501,0.0,low
502,0.0,low
503,0.0,low
504,0.0,low
505,0.0,low
506,4.0,low
507,4.0,low
508,4.0,low
509,4.0,low
510,4.0,low
511,4.0,low
512,4.0,low
513,4.0,low
514,4.0,low
515,4.0,low
516,0.0,low
517,0.0,low
518,0.0,low
519,0.0,low
520,0.0,low
521,0.0,low
522,0.0,low
523,0.0,low
524,0.0,low
525,0.0,low
526,0.0,low
527,0.0,low
528,0.0,low
529,0.0,low
530,0.0,low
531,0.0,low
532,0.0,low
533,0.0,low
534,0.0,low
535,0.0,low
536,0.0,low
537,0.0,low
538,0.0,low
539,0.0,low
540,0.0,low
541,4.0,low
542,4.0,low
543,4.0,low
544,4.0,low
545,0.0,low
546,0.0,low
547,0.0,low
548,0.0,low
549,0.0,low
550,0.0,low
551,0.0,low
552,0.0,low
553,0.0,low
554,0.0,low
555,0.0,low
556,0.0,low
557,0.0,low
558,0.0,low
559,0.0,low
560,0.0,low
561,0.0,low
562,0.0,low
563,0.0,low
564,0.0,low
565,0.0,low
566,0.0,low
567,0.0,low
568,0.0,low
569,4.0,low
570,4.0,low
571,4.0,low
572,4.0,low
573,4.0,low
574,4.0,low
575,4.0,low
576,0.0,low
577,0.0,low
578,0.0,low
579,0.0,low
580,0.0,low
581,0.0,low
582,0.0,low
583,0.0,low
584,0.0,low
585,0.0,low
586,0.0,low
587,0.0,low
588,0.0,low
589,0.0,low
590,0.0,low
591,0.0,low
592,0.0,low
593,0.0,low
594,0.0,low
595,0.0,low
596,0.0,low
597,0.0,low
598,0.0,low
599,0.0,low
600,0.0,low
601,0.0,low
602,0.0,low
603,0.0,low
604,0.0,low
605,4.0,low
606,4.0,low
607,4.0,low
608,4.0,low
609,4.0,low
610,4.0,low
611,4.0,low
612,4.0,low
613,4.0,low
614,0.0,low
615,0.0,low
616,0.0,low
617,0.0,low
618,0.0,low
619,0.0,low
620,0.0,low
621,0.0,low
622,0.0,low
623,0.0,low
624,0.0,low
625,0.0,low
626,0.0,low
627,0.0,low
628,0.0,low
629,0.0,low
630,0.0,low
631,0.0,low
632,0.0,low
633,0.0,low
634,0.0,low
635,0.0,low
636,0.0,low
637,0.0,low
638,0.0,low
639,0.0,low
640,0.0,low
641,0.0,low
642,0.0,low
643,0.0,low
644,0.0,low
645,0.0,low
646,0.0,low
647,0.0,low
648,0.0,low
649,0.0,low
650,0.0,low
651,0.0,low
652,0.0,low
653,0.0,low
654,0.0,low
655,0.0,low
656,0.0,low
657,0.0,low
658,0.0,low
659,0.0,low
660,0.0,low
661,0.0,low
662,0.0,low
663,0.0,low
664,0.0,low
665,0.0,low
666,0.0,low
667,0.0,low
668,0.0,low
669,0.0,low
670,0.0,low
671,4.0,low
672,4.0,low
673,4.0,low
674,4.0,low
675,4.0,low
676,4.0,low
677,4.0,low
678,4.0,low
679,4.0,low
680,4.0,low
681,4.0,low
682,0.0,low
683,0.0,low
684,0.0,low
685,0.0,low
686,0.0,low
687,0.0,low
688,0.0,low
689,0.0,low
690,0.0,low
691,0.0,low
692,0.0,low
693,0.0,low
694,0.0,low
695,0.0,low
696,0.0,low
697,0.0,low
698,0.0,low
699,0.0,low
700,0.0,low
701,0.0,low
702,0.0,low
703,0.0,low
704,0.0,low
705,0.0,low
706,0.0,low
707,0.0,low
708,0.0,low
709,0.0,low
710,0.0,low
711,0.0,low
712,0.0,low
713,4.0,low
714,4.0,low
715,4.0,low
716,4.0,low
717,4.0,low
718,0.0,low
719,0.0,low
720,0.0,low
721,0.0,low
722,0.0,low
723,0.0,low
724,0.0,low
725,0.0,low
726,0.0,low
727,0.0,low
728,0.0,low
729,2.0,low
730,0.0,low
731,0.0,low
732,0.0,low
733,0.0,low
734,0.0,low
735,0.0,low
736,0.0,low
737,2.0,low
738,2.0,low
739,2.0,low
740,2.0,low
741,2.0,low
742,2.0,low
743,2.0,low
744,2.0,low
745,2.0,low
746,2.0,low
747,2.0,low
748,2.0,low
749,2.0,low
750,2.0,low
751,2.0,low
752,2.0,low
753,2.0,low
754,2.0,low
755,2.0,low
756,2.0,low
757,2.0,low
758,2.0,low
759,2.0,low
760,2.0,low
761,2.0,low
762,2.0,low
763,2.0,low
764,2.0,low
765,2.0,low
766,2.0,low
767,2.0,low
768,2.0,low
769,2.0,low
770,2.0,low
771,2.0,low
772,2.0,low
773,2.0,low
774,2.0,low
775,2.0,low
776,2.0,low
777,2.0,low
778,2.0,low
779,2.0,low
780,2.0,low
781,2.0,low
782,2.0,low
783,2.0,low
784,2.0,low
785,2.0,low
786,2.0,low
787,2.0,low
788,2.0,low
789,2.0,low
790,2.0,low
791,2.0,low
792,2.0,low
793,2.0,low
794,2.0,low
795,2.0,low
796,2.0,low
797,2.0,low
798,2.0,low
799,2.0,low
800,2.0,low
801,2.0,low
802,2.0,low
803,2.0,low
804,2.0,low
805,2.0,low
806,2.0,low
807,2.0,low
808,2.0,low
809,2.0,low
810,2.0,low
811,2.0,low
812,2.0,low
813,2.0,low
814,2.0,low
815,2.0,low
816,2.0,low
817,2.0,low
818,2.0,low
819,2.0,low
820,2.0,low
821,2.0,low
822,2.0,low
823,2.0,low
824,2.0,low
825,2.0,low
826,2.0,low
827,2.0,low
828,2.0,low
829,2.0,low
830,2.0,low
831,2.0,low
832,2.0,low
833,2.0,low
834,2.0,low
835,2.0,low
836,2.0,low
837,2.0,low
838,2.0,low
839,2.0,low
840,2.0,low
841,2.0,low
842,2.0,low
843,2.0,low
844,2.0,low
845,2.0,low
846,2.0,low
847,2.0,low
848,2.0,low
849,2.0,low
850,2.0,low
851,2.0,low
852,2.0,low
853,2.0,low
854,2.0,low
855,2.0,low
856,2.0,low
857,2.0,low
858,2.0,low
859,2.0,low
860,2.0,low
861,2.0,low
862,2.0,low
863,2.0,low
864,2.0,low
865,2.0,low
866,2.0,low
867,2.0,low
868,2.0,low
869,2.0,low
870,2.0,low
871,2.0,low
872,2.0,low
873,2.0,low
874,2.0,low
875,2.0,low
876,2.0,low
877,2.0,low
878,2.0,low
879,2.0,low
880,2.0,low
881,2.0,low
882,2.0,low
883,2.0,low
884,2.0,low
885,2.0,low
886,2.0,low
887,2.0,low
888,2.0,low
889,2.0,low
890,2.0,low
891,2.0,low
892,2.0,low
893,2.0,low
894,2.0,low
895,2.0,low
896,2.0,low
897,2.0,low
898,2.0,low
